date,action,price,capital_before,capital_after,invested_amount,shares_before,shares_after,avg_cost_before,avg_cost_after
2020-11-09,SELL_ALL,3.2091,40000.0,3131805.35,-3091805.35,963452.0916,0.0,2.956,0.0
2020-11-25,BUY_TRANCHE_1,3.5068,3131805.35,1565902.67,1565902.67,0.0,446530.8987,0.0,3.5068
2020-12-07,SELL_ALL,3.7841,1585902.67,3275616.19,-1689713.51,446530.8987,0.0,3.5068,0.0
2020-12-10,BUY_TRANCHE_1,3.8023,3275616.19,1637808.09,1637808.09,0.0,430744.5078,0.0,3.8023
2020-12-31,SELL_ALL,4.0909,1637808.09,3399944.72,-1762136.62,430744.5078,0.0,3.8023,0.0
2021-01-18,BUY_TRANCHE_1,4.6545,3419944.72,1709972.36,1709972.36,0.0,367376.8739,0.0,4.6545
2021-01-21,SELL_ALL,5.0523,1709972.36,3566060.52,-1856088.16,367376.8739,0.0,4.6545,0.0
2021-01-25,BUY_TRANCHE_1,4.9091,3566060.52,1783030.26,1783030.26,0.0,363209.8677,0.0,4.9091
2021-01-28,BUY_TRANCHE_2,4.575,1783030.26,0.0,1783030.26,363209.8677,752943.2578,4.9091,4.7362
2021-02-17,SELL_ALL,5.2,20000.0,3935304.94,-3915304.94,752943.2578,0.0,4.7362,0.0
2021-02-24,BUY_TRANCHE_1,5.0636,3935304.94,1967652.47,1967652.47,0.0,388584.8684,0.0,5.0636
2021-02-26,BUY_TRANCHE_2,4.8727,1967652.47,0.0,1967652.47,388584.8684,792394.144,5.0636,4.9663
2021-04-06,SELL_ALL,5.4091,40000.0,4326131.96,-4286131.96,792394.144,0.0,4.9663,0.0
2021-04-12,BUY_TRANCHE_1,5.4523,4326131.96,2163065.98,2163065.98,0.0,396727.3995,0.0,5.4523
2021-04-26,SELL_ALL,5.9159,2163065.98,4510069.21,-2347003.23,396727.3995,0.0,5.4523,0.0
2021-05-03,BUY_TRANCHE_1,5.7045,4530069.21,2265034.6,2265034.6,0.0,397057.859,0.0,5.7045
2021-05-04,BUY_TRANCHE_2,5.525,2265034.6,0.0,2265034.6,397057.859,807018.8735,5.7045,5.6133
2021-05-11,ALERT_MA60,5.2409,0.0,0.0,0.0,807018.8735,807018.8735,5.6133,5.6133
2021-06-30,SELL_ALL,6.0477,20000.0,4900630.05,-4880630.05,807018.8735,0.0,5.6133,0.0
2021-07-09,BUY_TRANCHE_1,5.9773,4920630.05,2460315.03,2460315.03,0.0,411611.6392,0.0,5.9773
2021-07-20,BUY_TRANCHE_2,5.8909,2460315.03,0.0,2460315.03,411611.6392,829257.7084,5.9773,5.9338
2021-08-13,ALERT_MA60,5.6591,20000.0,20000.0,0.0,829257.7084,829257.7084,5.9338,5.9338
2021-12-23,SELL_ALL,6.4205,100000.0,5424211.42,-5324211.42,829257.7084,0.0,5.9338,0.0
2022-01-06,BUY_TRANCHE_1,6.7386,5444211.42,2722105.71,2722105.71,0.0,403954.9791,0.0,6.7386
2022-01-19,BUY_TRANCHE_2,6.6523,2722105.71,0.0,2722105.71,403954.9791,813154.3344,6.7386,6.6952
2022-01-25,ALERT_MA60,6.2795,0.0,0.0,0.0,813154.3344,813154.3344,6.6952,6.6952
2024-02-15,SELL_ALL,7.5091,500000.0,6606049.82,-6106049.82,813154.3344,0.0,6.6952,0.0
2024-02-21,BUY_TRANCHE_1,7.5091,6606049.82,3303024.91,3303024.91,0.0,439870.1454,0.0,7.5091
2024-03-05,SELL_ALL,8.0955,3323024.91,6883973.68,-3560948.77,439870.1454,0.0,7.5091,0.0
2024-03-15,BUY_TRANCHE_1,8.425,6883973.68,3441986.84,3441986.84,0.0,408544.432,0.0,8.425
2024-04-09,SELL_ALL,9.3773,3461986.84,7293019.4,-3831032.56,408544.432,0.0,8.425,0.0
2024-04-15,BUY_TRANCHE_1,9.0523,7293019.4,3646509.7,3646509.7,0.0,402828.0863,0.0,9.0523
2024-04-16,BUY_TRANCHE_2,8.5227,3646509.7,0.0,3646509.7,402828.0863,830685.2244,9.0523,8.7795
2024-05-15,SELL_ALL,9.6091,20000.0,8002129.84,-7982129.84,830685.2244,0.0,8.7795,0.0
2024-05-21,BUY_TRANCHE_1,9.6568,8002129.84,4001064.92,4001064.92,0.0,414325.3858,0.0,9.6568
2024-06-04,BUY_TRANCHE_2,9.7,4021064.92,0.0,4021064.92,414325.3858,828868.161,9.6568,9.6784
2024-06-13,SELL_ALL,10.6455,0.0,8823678.33,-8823678.33,828868.161,0.0,9.6784,0.0
2024-06-24,BUY_TRANCHE_1,11.1364,8823678.33,4411839.17,4411839.17,0.0,396165.1496,0.0,11.1364
2024-07-04,SELL_ALL,12.0318,4431839.17,9198426.22,-4766587.05,396165.1496,0.0,11.1364,0.0
2024-07-12,BUY_TRANCHE_1,12.25,9198426.22,4599213.11,4599213.11,0.0,375445.968,0.0,12.25
2024-07-18,BUY_TRANCHE_2,11.7795,4599213.11,0.0,4599213.11,375445.968,765886.5945,12.25,12.0102
2024-07-26,ALERT_MA60,10.5295,0.0,0.0,0.0,765886.5945,765886.5945,12.0102,12.0102
2025-09-12,SELL_ALL,12.9455,280000.0,10194750.1,-9914750.1,765886.5945,0.0,12.0102,0.0
2025-09-26,BUY_TRANCHE_1,13.1659,10194750.1,5097375.05,5097375.05,0.0,387164.6852,0.0,13.1659
2025-10-03,SELL_ALL,14.2727,5117375.05,10643271.01,-5525895.96,387164.6852,0.0,13.1659,0.0
2025-10-13,BUY_TRANCHE_1,14.4795,10643271.01,5321635.5,5321635.5,0.0,367527.8013,0.0,14.4795
2025-10-27,SELL_ALL,15.8068,5321635.5,11131080.64,-5809445.13,367527.8013,0.0,14.4795,0.0
2025-11-03,BUY_TRANCHE_1,15.9159,11151080.64,5575540.32,5575540.32,0.0,350312.4004,0.0,15.9159
2025-11-07,BUY_TRANCHE_2,15.2455,5575540.32,0.0,5575540.32,350312.4004,716030.6085,15.9159,15.5735
2025-11-21,ALERT_MA60,13.9614,0.0,0.0,0.0,716030.6085,716030.6085,15.5735,15.5735
2026-01-02,SELL_ALL,17.0568,40000.0,12253203.9,-12213203.9,716030.6085,0.0,15.5735,0.0
2026-01-09,BUY_TRANCHE_1,18.1659,12253203.9,6126601.95,6126601.95,0.0,337258.2082,0.0,18.1659
2026-01-19,SELL_ALL,19.7227,6126601.95,12778253.61,-6651651.66,337258.2082,0.0,18.1659,0.0
2026-01-21,BUY_TRANCHE_1,19.2636,12778253.61,6389126.81,6389126.81,0.0,331667.7436,0.0,19.2636
2026-01-28,SELL_ALL,21.0886,6389126.81,13383547.24,-6994420.44,331667.7436,0.0,19.2636,0.0
2026-01-30,BUY_TRANCHE_1,20.225,13383547.24,6691773.62,6691773.62,0.0,330866.4337,0.0,20.225
2026-02-06,BUY_TRANCHE_2,19.4841,6711773.62,0.0,6711773.62,330866.4337,675340.9927,20.225,19.8471
2026-02-11,SELL_ALL,22.0955,0.0,14921966.21,-14921966.21,675340.9927,0.0,19.8471,0.0
2026-03-03,BUY_TRANCHE_1,22.7477,14941966.21,7470983.1,7470983.1,0.0,328427.6716,0.0,22.7477
2026-03-04,BUY_TRANCHE_2,20.6591,7470983.1,0.0,7470983.1,328427.6716,690059.417,22.7477,21.6532
