date,close
2014-10-31,0.9181818181818181
2014-11-03,0.9254545454545454
2014-11-04,0.9304545454545454
2014-11-05,0.9227272727272727
2014-11-06,0.9095454545454547
2014-11-07,0.9149999999999999
2014-11-10,0.9427272727272726
2014-11-11,0.9404545454545455
2014-11-12,0.9136363636363637
2014-11-13,0.9227272727272727
2014-11-14,0.9236363636363637
2014-11-17,0.9118181818181817
2014-11-18,0.9045454545454544
2014-11-19,0.9263636363636363
2014-11-20,0.9504545454545454
2014-11-21,0.9518181818181819
2014-11-24,0.9554545454545454
2014-11-25,0.9590909090909091
2014-11-26,0.9572727272727272
2014-11-27,0.9704545454545456
2014-11-28,0.9727272727272727
2014-12-01,0.9559090909090909
2014-12-02,0.9340909090909091
2014-12-03,0.9640909090909091
2014-12-04,0.9736363636363637
2014-12-05,0.9690909090909091
2014-12-08,0.9622727272727274
2014-12-09,0.950909090909091
2014-12-10,0.9263636363636363
2014-12-11,0.925
2014-12-12,0.925
2014-12-15,0.9222727272727272
2014-12-16,0.9145454545454546
2014-12-17,0.8895454545454545
2014-12-18,0.8913636363636364
2014-12-19,0.9190909090909091
2014-12-22,0.94
2014-12-23,0.9418181818181818
2014-12-24,0.9545454545454546
2014-12-25,0.9545454545454546
2014-12-26,0.9618181818181818
2014-12-27,0.9677272727272727
2014-12-29,0.9818181818181819
2014-12-30,0.9745454545454546
2014-12-31,0.9786363636363636
2015-01-05,0.9713636363636364
2015-01-06,0.925
2015-01-07,0.93
2015-01-08,0.965
2015-01-09,0.9609090909090909
2015-01-12,0.9504545454545454
2015-01-13,0.9600000000000001
2015-01-14,0.9477272727272728
2015-01-15,0.95
2015-01-16,0.9390909090909091
2015-01-19,0.9522727272727273
2015-01-20,0.9686363636363636
2015-01-21,0.9813636363636363
2015-01-22,0.9913636363636363
2015-01-23,1.0172727272727273
2015-01-26,1.0168181818181818
2015-01-27,1.0263636363636364
2015-01-28,1.0277272727272726
2015-01-29,1.008181818181818
2015-01-30,1.0
2015-02-02,0.9995454545454545
2015-02-03,1.0136363636363637
2015-02-04,1.0304545454545455
2015-02-05,1.0254545454545454
2015-02-06,1.015
2015-02-09,1.0113636363636365
2015-02-10,1.0059090909090909
2015-02-11,1.020909090909091
2015-02-12,1.0218181818181817
2015-02-13,1.0331818181818182
2015-02-24,1.0527272727272727
2015-02-25,1.065
2015-02-26,1.0545454545454545
2015-03-02,1.045909090909091
2015-03-03,1.0468181818181819
2015-03-04,1.049090909090909
2015-03-05,1.0431818181818182
2015-03-06,1.0477272727272728
2015-03-09,1.0340909090909092
2015-03-10,1.0263636363636364
2015-03-11,1.0272727272727273
2015-03-12,1.0409090909090908
2015-03-13,1.0377272727272726
2015-03-16,1.0263636363636364
2015-03-17,1.03
2015-03-18,1.0454545454545454
2015-03-19,1.0713636363636363
2015-03-20,1.069090909090909
2015-03-23,1.0695454545454546
2015-03-24,1.0627272727272727
2015-03-25,1.0563636363636364
2015-03-26,1.038181818181818
2015-03-27,1.020909090909091
2015-03-30,1.020909090909091
2015-03-31,1.030909090909091
2015-04-01,1.0154545454545454
2015-04-02,1.0386363636363638
2015-04-07,1.0422727272727272
2015-04-08,1.0304545454545455
2015-04-09,1.0259090909090909
2015-04-10,1.0395454545454546
2015-04-13,1.0477272727272728
2015-04-14,1.0445454545454547
2015-04-15,1.0163636363636364
2015-04-16,1.0377272727272726
2015-04-17,1.0277272727272726
2015-04-20,1.0240909090909092
2015-04-21,1.0213636363636363
2015-04-22,1.0395454545454546
2015-04-23,1.086818181818182
2015-04-24,1.1090909090909091
2015-04-27,1.1263636363636365
2015-04-28,1.1181818181818182
2015-04-29,1.1004545454545456
2015-04-30,1.0954545454545455
2015-05-04,1.0986363636363636
2015-05-05,1.0836363636363637
2015-05-06,1.0854545454545454
2015-05-07,1.0636363636363635
2015-05-08,1.0613636363636365
2015-05-11,1.0609090909090908
2015-05-12,1.0618181818181818
2015-05-13,1.0718181818181818
2015-05-14,1.0445454545454547
2015-05-15,1.0363636363636364
2015-05-18,1.0422727272727272
2015-05-19,1.0681818181818181
2015-05-20,1.0618181818181818
2015-05-21,1.0377272727272726
2015-05-22,1.0486363636363636
2015-05-25,1.05
2015-05-26,1.0577272727272726
2015-05-27,1.0631818181818182
2015-05-28,1.07
2015-05-29,1.0618181818181818
2015-06-01,1.0486363636363636
2015-06-02,1.0431818181818182
2015-06-03,1.03
2015-06-04,0.985909090909091
2015-06-05,0.985909090909091
2015-06-08,0.9931818181818183
2015-06-09,0.9681818181818183
2015-06-10,0.9809090909090908
2015-06-11,0.9804545454545455
2015-06-12,0.9781818181818182
2015-06-15,0.9718181818181818
2015-06-16,0.9586363636363636
2015-06-17,0.9645454545454545
2015-06-18,0.9668181818181818
2015-06-22,0.9895454545454545
2015-06-23,0.9963636363636365
2015-06-24,0.9977272727272727
2015-06-25,1.0186363636363636
2015-06-26,1.0186363636363636
2015-06-29,0.9763636363636364
2015-06-30,0.9913636363636363
2015-07-01,1.0122727272727272
2015-07-02,1.0113636363636365
2015-07-03,1.0104545454545455
2015-07-06,0.9927272727272727
2015-07-07,0.9977272727272727
2015-07-08,0.9404545454545455
2015-07-09,0.9272727272727272
2015-07-13,0.9463636363636364
2015-07-14,0.9468181818181818
2015-07-15,0.950909090909091
2015-07-16,0.9595454545454545
2015-07-17,0.9590909090909091
2015-07-20,0.9477272727272728
2015-07-21,0.9590909090909091
2015-07-22,0.9418181818181818
2015-07-23,0.9295454545454546
2015-07-24,0.9159090909090909
2015-07-27,0.884090909090909
2015-07-28,0.890909090909091
2015-07-29,0.8777272727272727
2015-07-30,0.8977272727272727
2015-07-31,0.8895454545454545
2015-08-03,0.8690909090909091
2015-08-04,0.8686363636363637
2015-08-05,0.8822727272727273
2015-08-06,0.8604545454545455
2015-08-07,0.8554545454545455
2015-08-10,0.8631818181818182
2015-08-11,0.85
2015-08-12,0.8300000000000001
2015-08-13,0.8363636363636363
2015-08-14,0.8327272727272728
2015-08-17,0.8177272727272726
2015-08-18,0.8045454545454546
2015-08-19,0.7813636363636364
2015-08-20,0.7763636363636363
2015-08-21,0.734090909090909
2015-08-24,0.6563636363636364
2015-08-25,0.7090909090909091
2015-08-26,0.7168181818181818
2015-08-27,0.7222727272727273
2015-08-28,0.7627272727272728
2015-08-31,0.7718181818181818
2015-09-01,0.7563636363636363
2015-09-02,0.7731818181818183
2015-09-03,0.775
2015-09-04,0.7604545454545455
2015-09-07,0.7645454545454545
2015-09-08,0.7645454545454545
2015-09-09,0.8363636363636363
2015-09-10,0.8268181818181819
2015-09-11,0.8309090909090909
2015-09-14,0.825
2015-09-15,0.82
2015-09-16,0.8313636363636363
2015-09-17,0.8627272727272728
2015-09-18,0.8672727272727272
2015-09-21,0.8272727272727273
2015-09-22,0.8354545454545454
2015-09-23,0.8036363636363636
2015-09-24,0.7936363636363637
2015-09-25,0.7972727272727272
2015-09-30,0.8031818181818182
2015-10-01,0.8309090909090909
2015-10-02,0.825909090909091
2015-10-05,0.8318181818181819
2015-10-06,0.8436363636363636
2015-10-07,0.8681818181818183
2015-10-08,0.8577272727272728
2015-10-12,0.8863636363636364
2015-10-13,0.8818181818181817
2015-10-14,0.8745454545454545
2015-10-15,0.8954545454545454
2015-10-16,0.8918181818181818
2015-10-19,0.8940909090909092
2015-10-20,0.8986363636363636
2015-10-21,0.8881818181818182
2015-10-22,0.890909090909091
2015-10-23,0.9045454545454544
2015-10-26,0.9181818181818181
2015-10-27,0.9072727272727273
2015-10-28,0.8995454545454545
2015-10-29,0.8854545454545455
2015-10-30,0.8845454545454546
2015-11-02,0.8854545454545455
2015-11-03,0.9131818181818182
2015-11-04,0.9468181818181818
2015-11-05,0.9459090909090908
2015-11-06,0.9109090909090909
2015-11-09,0.8945454545454545
2015-11-10,0.8759090909090909
2015-11-11,0.8545454545454546
2015-11-12,0.8559090909090908
2015-11-13,0.8377272727272728
2015-11-16,0.8272727272727273
2015-11-17,0.8554545454545455
2015-11-18,0.8327272727272728
2015-11-19,0.854090909090909
2015-11-20,0.854090909090909
2015-11-23,0.8604545454545455
2015-11-24,0.8454545454545456
2015-11-25,0.8422727272727273
2015-11-26,0.8663636363636363
2015-11-27,0.8468181818181818
2015-11-30,0.8222727272727273
2015-12-01,0.8527272727272728
2015-12-02,0.8563636363636363
2015-12-03,0.859090909090909
2015-12-04,0.8431818181818183
2015-12-07,0.8586363636363636
2015-12-08,0.8350000000000001
2015-12-09,0.8168181818181818
2015-12-10,0.8059090909090909
2015-12-11,0.7845454545454547
2015-12-14,0.7763636363636363
2015-12-15,0.7786363636363636
2015-12-16,0.8
2015-12-17,0.8204545454545454
2015-12-18,0.8140909090909091
2015-12-21,0.8168181818181818
2015-12-22,0.815
2015-12-23,0.8204545454545454
2015-12-24,0.8263636363636363
2015-12-25,0.8345454545454545
2015-12-28,0.8354545454545454
2015-12-29,0.82
2015-12-30,0.8127272727272726
2015-12-31,0.8168181818181818
2016-01-04,0.7813636363636364
2016-01-05,0.77
2016-01-06,0.7559090909090909
2016-01-07,0.7281818181818182
2016-01-08,0.7372727272727272
2016-01-11,0.7140909090909091
2016-01-12,0.7081818181818181
2016-01-13,0.7222727272727273
2016-01-14,0.7081818181818181
2016-01-15,0.7004545454545454
2016-01-18,0.7254545454545455
2016-01-19,0.7318181818181819
2016-01-20,0.6886363636363636
2016-01-21,0.6922727272727273
2016-01-22,0.7113636363636364
2016-01-25,0.735909090909091
2016-01-26,0.7236363636363636
2016-01-27,0.7268181818181818
2016-01-28,0.7354545454545455
2016-01-29,0.7690909090909092
2016-01-30,0.7877272727272726
2016-02-01,0.785
2016-02-02,0.7818181818181817
2016-02-03,0.7713636363636364
2016-02-15,0.7740909090909092
2016-02-16,0.8068181818181818
2016-02-17,0.8004545454545454
2016-02-18,0.8190909090909091
2016-02-19,0.8227272727272728
2016-02-22,0.8236363636363637
2016-02-23,0.8209090909090908
2016-02-24,0.81
2016-02-25,0.8318181818181819
2016-02-26,0.8354545454545454
2016-03-01,0.8545454545454546
